This textfile must keep the line/row format.
Although the data in the table can be changed, but
the number of character for each row be the same.

2x16 characters display.
x-below will represent the data from table below.

 P O W E R :   x x x x x x d B m
 x x x x x x W   x x x x x x V

"$" character will be equal to space.
AD  	Sign	PdB	W		V	
1499	-	33,40	457,1	n	4,781	m
1498	-	33,43	453,9	n	4,764	m
1497	-	33,45	451,9	n	4,753	m
1496	-	33,48	448,7	n	4,737	m
1495	-	33,50	446,7	n	4,726	m
1494	-	33,53	443,6	n	4,710	m
1493	-	33,55	441,6	n	4,699	m
1492	-	33,57	439,5	n	4,688	m
1491	-	33,60	436,5	n	4,672	m
1490	-	33,62	434,5	n	4,661	m
1489	-	33,65	431,5	n	4,645	m
1488	-	33,67	429,5	n	4,634	m
1487	-	33,70	426,6	n	4,618	m
1486	-	33,72	424,6	n	4,608	m
1485	-	33,75	421,7	n	4,592	m
1484	-	33,77	419,8	n	4,581	m
1483	-	33,79	417,8	n	4,571	m
1482	-	33,82	415,0	n	4,555	m
1481	-	33,84	413,0	n	4,544	m
1480	-	33,87	410,2	n	4,529	m
1479	-	33,89	408,3	n	4,518	m
1478	-	33,92	405,5	n	4,503	m
1477	-	33,94	403,6	n	4,492	m
1476	-	33,96	401,8	n	4,482	m
1475	-	33,99	399,0	n	4,467	m
1474	-	34,01	397,2	n	4,456	m
1473	-	34,04	394,5	n	4,441	m
1472	-	34,06	392,6	n	4,431	m
1471	-	34,09	389,9	n	4,415	m
1470	-	34,11	388,2	n	4,406	m
1469	-	34,14	385,5	n	4,390	m
1468	-	34,16	383,7	n	4,380	m
1467	-	34,18	381,9	n	4,370	m
1466	-	34,21	379,3	n	4,355	m
1465	-	34,23	377,6	n	4,345	m
1464	-	34,26	375,0	n	4,330	m
1463	-	34,28	373,3	n	4,320	m
1462	-	34,31	370,7	n	4,305	m
1461	-	34,33	369,0	n	4,295	m
1460	-	34,36	366,4	n	4,280	m
1459	-	34,38	364,8	n	4,271	m
1458	-	34,40	363,1	n	4,261	m
1457	-	34,43	360,6	n	4,246	m
1456	-	34,45	358,9	n	4,236	m
1455	-	34,48	356,5	n	4,222	m
1454	-	34,50	354,8	n	4,212	m
1453	-	34,53	352,4	n	4,198	m
1452	-	34,55	350,8	n	4,188	m
1451	-	34,58	348,3	n	4,173	m
1450	-	34,60	346,7	n	4,164	m
1449	-	34,62	345,1	n	4,154	m
1448	-	34,65	342,8	n	4,140	m
1447	-	34,67	341,2	n	4,130	m
1446	-	34,70	338,8	n	4,116	m
1445	-	34,72	337,3	n	4,107	m
1444	-	34,75	335,0	n	4,093	m
1443	-	34,77	333,4	n	4,083	m
1442	-	34,79	331,9	n	4,074	m
1441	-	34,82	329,6	n	4,060	m
1440	-	34,84	328,1	n	4,050	m
1439	-	34,87	325,8	n	4,036	m
1438	-	34,89	324,3	n	4,027	m
1437	-	34,92	322,1	n	4,013	m
1436	-	34,94	320,6	n	4,004	m
1435	-	34,97	318,4	n	3,990	m
1434	-	34,99	317,0	n	3,981	m
1433	-	35,01	315,5	n	3,972	m
1432	-	35,04	313,3	n	3,958	m
1431	-	35,06	311,9	n	3,949	m
1430	-	35,09	309,7	n	3,935	m
1429	-	35,11	308,3	n	3,926	m
1428	-	35,14	306,2	n	3,913	m
1427	-	35,16	304,8	n	3,904	m
1426	-	35,19	302,7	n	3,890	m
1425	-	35,21	301,3	n	3,881	m
1424	-	35,23	299,9	n	3,872	m
1423	-	35,26	297,9	n	3,859	m
1422	-	35,28	296,5	n	3,850	m
1421	-	35,31	294,4	n	3,837	m
1420	-	35,33	293,1	n	3,828	m
1419	-	35,36	291,1	n	3,815	m
1418	-	35,38	289,7	n	3,806	m
1417	-	35,41	287,7	n	3,793	m
1416	-	35,43	286,4	n	3,784	m
1415	-	35,45	285,1	n	3,776	m
1414	-	35,48	283,1	n	3,762	m
1413	-	35,50	281,8	n	3,754	m
1412	-	35,53	279,9	n	3,741	m
1411	-	35,55	278,6	n	3,732	m
1410	-	35,58	276,7	n	3,720	m
1409	-	35,60	275,4	n	3,711	m
1408	-	35,63	273,5	n	3,698	m
1407	-	35,65	272,3	n	3,690	m
1406	-	35,67	271,0	n	3,681	m
1405	-	35,70	269,2	n	3,669	m
1404	-	35,72	267,9	n	3,660	m
1403	-	35,75	266,1	n	3,648	m
1402	-	35,77	264,9	n	3,639	m
1401	-	35,80	263,0	n	3,626	m
1400	-	35,82	261,8	n	3,618	m
1399	-	35,84	260,6	n	3,610	m
1398	-	35,87	258,8	n	3,597	m
1397	-	35,89	257,6	n	3,589	m
1396	-	35,92	255,9	n	3,577	m
1395	-	35,94	254,7	n	3,569	m
1394	-	35,97	252,9	n	3,556	m
1393	-	35,99	251,8	n	3,548	m
1392	-	36,02	250,0	n	3,536	m
1391	-	36,04	248,9	n	3,528	m
1390	-	36,06	247,7	n	3,519	m
1389	-	36,09	246,0	n	3,507	m
1388	-	36,11	244,9	n	3,499	m
1387	-	36,14	243,2	n	3,487	m
1386	-	36,16	242,1	n	3,479	m
1385	-	36,19	240,4	n	3,467	m
1384	-	36,21	239,3	n	3,459	m
1383	-	36,24	237,7	n	3,447	m
1382	-	36,26	236,6	n	3,439	m
1381	-	36,28	235,5	n	3,431	m
1380	-	36,31	233,9	n	3,420	m
1379	-	36,33	232,8	n	3,412	m
1378	-	36,36	231,2	n	3,400	m
1377	-	36,38	230,1	n	3,392	m
1376	-	36,41	228,6	n	3,381	m
1375	-	36,43	227,5	n	3,373	m
1374	-	36,46	225,9	n	3,361	m
1373	-	36,48	224,9	n	3,353	m
1372	-	36,50	223,9	n	3,346	m
1371	-	36,53	222,3	n	3,334	m
1370	-	36,55	221,3	n	3,326	m
1369	-	36,58	219,8	n	3,315	m
1368	-	36,60	218,8	n	3,308	m
1367	-	36,63	217,3	n	3,296	m
1366	-	36,65	216,3	n	3,289	m
1365	-	36,67	215,3	n	3,281	m
1364	-	36,70	213,8	n	3,270	m
1363	-	36,72	212,8	n	3,262	m
1362	-	36,75	211,3	n	3,250	m
1361	-	36,77	210,4	n	3,243	m
1360	-	36,80	208,9	n	3,232	m
1359	-	36,82	208,0	n	3,225	m
1358	-	36,85	206,5	n	3,213	m
1357	-	36,87	205,6	n	3,206	m
1356	-	36,89	204,6	n	3,198	m
1355	-	36,92	203,2	n	3,187	m
1354	-	36,94	202,3	n	3,180	m
1353	-	36,97	200,9	n	3,169	m
1352	-	36,99	200,0	n	3,162	m
1351	-	37,02	198,6	n	3,151	m
1350	-	37,04	197,7	n	3,144	m
1349	-	37,07	196,3	n	3,133	m
1348	-	37,09	195,4	n	3,126	m
1347	-	37,11	194,5	n	3,118	m
1346	-	37,14	193,2	n	3,108	m
1345	-	37,16	192,3	n	3,101	m
1344	-	37,19	191,0	n	3,090	m
1343	-	37,21	190,1	n	3,083	m
1342	-	37,24	188,8	n	3,072	m
1341	-	37,26	187,9	n	3,065	m
1340	-	37,29	186,6	n	3,055	m
1339	-	37,31	185,8	n	3,048	m
1338	-	37,33	184,9	n	3,041	m
1337	-	37,36	183,7	n	3,031	m
1336	-	37,38	182,8	n	3,023	m
1335	-	37,41	181,6	n	3,013	m
1334	-	37,43	180,7	n	3,006	m
1333	-	37,46	179,5	n	2,996	m
1332	-	37,48	178,6	n	2,988	m
1331	-	37,50	177,8	n	2,982	m
1330	-	37,53	176,6	n	2,972	m
1329	-	37,55	175,8	n	2,965	m
1328	-	37,58	174,6	n	2,955	m
1327	-	37,60	173,8	n	2,948	m
1326	-	37,63	172,6	n	2,938	m
1325	-	37,65	171,8	n	2,931	m
1324	-	37,68	170,6	n	2,921	m
1323	-	37,70	169,8	n	2,914	m
1322	-	37,72	169,0	n	2,907	m
1321	-	37,75	167,9	n	2,897	m
1320	-	37,77	167,1	n	2,891	m
1319	-	37,80	166,0	n	2,881	m
1318	-	37,82	165,2	n	2,874	m
1317	-	37,85	164,1	n	2,864	m
1316	-	37,87	163,3	n	2,857	m
1315	-	37,90	162,2	n	2,848	m
1314	-	37,92	161,4	n	2,841	m
1313	-	37,94	160,7	n	2,835	m
1312	-	37,97	159,6	n	2,825	m
1311	-	37,99	158,9	n	2,819	m
1310	-	38,02	157,8	n	2,809	m
1309	-	38,04	157,0	n	2,802	m
1308	-	38,07	156,0	n	2,793	m
1307	-	38,09	155,2	n	2,786	m
1306	-	38,12	154,2	n	2,777	m
1305	-	38,14	153,5	n	2,770	m
1304	-	38,16	152,8	n	2,764	m
1303	-	38,19	151,7	n	2,754	m
1302	-	38,21	151,0	n	2,748	m
1301	-	38,24	150,0	n	2,739	m
1300	-	38,26	149,3	n	2,732	m
1299	-	38,29	148,3	n	2,723	m
1298	-	38,31	147,6	n	2,717	m
1297	-	38,33	146,9	n	2,710	m
1296	-	38,36	145,9	n	2,701	m
1295	-	38,38	145,2	n	2,694	m
1294	-	38,41	144,2	n	2,685	m
1293	-	38,43	143,5	n	2,679	m
1292	-	38,46	142,6	n	2,670	m
1291	-	38,48	141,9	n	2,664	m
1290	-	38,51	140,9	n	2,654	m
1289	-	38,53	140,3	n	2,649	m
1288	-	38,55	139,6	n	2,642	m
1287	-	38,58	138,7	n	2,633	m
1286	-	38,60	138,0	n	2,627	m
1285	-	38,63	137,1	n	2,618	m
1284	-	38,65	136,5	n	2,612	m
1283	-	38,68	135,5	n	2,603	m
1282	-	38,70	134,9	n	2,597	m
1281	-	38,73	134,0	n	2,588	m
1280	-	38,75	133,4	n	2,583	m
1279	-	38,77	132,7	n	2,576	m
1278	-	38,80	131,8	n	2,567	m
1277	-	38,82	131,2	n	2,561	m
1276	-	38,85	130,3	n	2,552	m
1275	-	38,87	129,7	n	2,547	m
1274	-	38,90	128,8	n	2,538	m
1273	-	38,92	128,2	n	2,532	m
1272	-	38,95	127,4	n	2,524	m
1271	-	38,97	126,8	n	2,518	m
1270	-	38,99	126,2	n	2,512	m
1269	-	39,02	125,3	n	2,503	m
1268	-	39,04	124,7	n	2,497	m
1267	-	39,07	123,9	n	2,489	m
1266	-	39,09	123,3	n	2,483	m
1265	-	39,12	122,5	n	2,475	m
1264	-	39,14	121,9	n	2,469	m
1263	-	39,17	121,1	n	2,461	m
1262	-	39,19	120,5	n	2,455	m
1261	-	39,21	119,9	n	2,448	m
1260	-	39,24	119,1	n	2,440	m
1259	-	39,26	118,6	n	2,435	m
1258	-	39,29	117,8	n	2,427	m
1257	-	39,31	117,2	n	2,421	m
1256	-	39,34	116,4	n	2,412	m
1255	-	39,36	115,9	n	2,407	m
1254	-	39,38	115,3	n	2,401	m
1253	-	39,41	114,6	n	2,394	m
1252	-	39,43	114,0	n	2,387	m
1251	-	39,46	113,2	n	2,379	m
1250	-	39,48	112,7	n	2,374	m
1249	-	39,51	111,9	n	2,365	m
1248	-	39,53	111,4	n	2,360	m
1247	-	39,56	110,7	n	2,353	m
1246	-	39,58	110,2	n	2,347	m
1245	-	39,60	109,6	n	2,341	m
1244	-	39,63	108,9	n	2,333	m
1243	-	39,65	108,4	n	2,328	m
1242	-	39,68	107,6	n	2,319	m
1241	-	39,70	107,2	n	2,315	m
1240	-	39,73	106,4	n	2,307	m
1239	-	39,75	105,9	n	2,301	m
1238	-	39,78	105,2	n	2,293	m
1237	-	39,80	104,7	n	2,288	m
1236	-	39,82	104,2	n	2,283	m
1235	-	39,85	103,5	n	2,275	m
1234	-	39,87	103,0	n	2,269	m
1233	-	39,90	102,3	n	2,262	m
1232	-	39,92	101,9	n	2,257	m
1231	-	39,95	101,2	n	2,249	m
1230	-	39,97	100,7	n	2,244	m
1229	-	40,00	100,0	n	2,236	m
1228	-	40,02	99,54	n	2,231	m
1227	-	40,04	99,08	n	2,226	m
1226	-	40,07	98,40	n	2,218	m
1225	-	40,09	97,95	n	2,213	m
1224	-	40,12	97,27	n	2,205	m
1223	-	40,14	96,83	n	2,200	m
1222	-	40,17	96,16	n	2,193	m
1221	-	40,19	95,72	n	2,188	m
1220	-	40,21	95,28	n	2,183	m
1219	-	40,24	94,62	n	2,175	m
1218	-	40,26	94,19	n	2,170	m
1217	-	40,29	93,54	n	2,163	m
1216	-	40,31	93,11	n	2,158	m
1215	-	40,34	92,47	n	2,150	m
1214	-	40,36	92,04	n	2,145	m
1213	-	40,39	91,41	n	2,138	m
1212	-	40,41	90,99	n	2,133	m
1211	-	40,43	90,57	n	2,128	m
1210	-	40,46	89,95	n	2,121	m
1209	-	40,48	89,54	n	2,116	m
1208	-	40,51	88,92	n	2,109	m
1207	-	40,53	88,51	n	2,104	m
1206	-	40,56	87,90	n	2,096	m
1205	-	40,58	87,50	n	2,092	m
1204	-	40,61	86,90	n	2,084	m
1203	-	40,63	86,50	n	2,080	m
1202	-	40,65	86,10	n	2,075	m
1201	-	40,68	85,51	n	2,068	m
1200	-	40,70	85,11	n	2,063	m
1199	-	40,73	84,53	n	2,056	m
1198	-	40,75	84,14	n	2,051	m
1197	-	40,78	83,56	n	2,044	m
1196	-	40,80	83,18	n	2,039	m
1195	-	40,83	82,60	n	2,032	m
1194	-	40,85	82,22	n	2,028	m
1193	-	40,87	81,85	n	2,023	m
1192	-	40,90	81,28	n	2,016	m
1191	-	40,92	80,91	n	2,011	m
1190	-	40,95	80,35	n	2,004	m
1189	-	40,97	79,98	n	2,000	m
1188	-	41,00	79,43	n	1,993	m
1187	-	41,02	79,07	n	1,988	m
1186	-	41,04	78,70	n	1,984	m
1185	-	41,07	78,16	n	1,977	m
1184	-	41,09	77,80	n	1,972	m
1183	-	41,12	77,27	n	1,966	m
1182	-	41,14	76,91	n	1,961	m
1181	-	41,17	76,38	n	1,954	m
1180	-	41,19	76,03	n	1,950	m
1179	-	41,22	75,51	n	1,943	m
1178	-	41,24	75,16	n	1,939	m
1177	-	41,26	74,82	n	1,934	m
1176	-	41,29	74,30	n	1,927	m
1175	-	41,31	73,96	n	1,923	m
1174	-	41,34	73,45	n	1,916	m
1173	-	41,36	73,11	n	1,912	m
1172	-	41,39	72,61	n	1,905	m
1171	-	41,41	72,28	n	1,901	m
1170	-	41,44	71,78	n	1,894	m
1169	-	41,46	71,45	n	1,890	m
1168	-	41,48	71,12	n	1,886	m
1167	-	41,51	70,63	n	1,879	m
1166	-	41,53	70,31	n	1,875	m
1165	-	41,56	69,82	n	1,868	m
1164	-	41,58	69,50	n	1,864	m
1163	-	41,61	69,02	n	1,858	m
1162	-	41,63	68,71	n	1,854	m
1161	-	41,66	68,23	n	1,847	m
1160	-	41,68	67,92	n	1,843	m
1159	-	41,70	67,61	n	1,839	m
1158	-	41,73	67,14	n	1,832	m
1157	-	41,75	66,83	n	1,828	m
1156	-	41,78	66,37	n	1,822	m
1155	-	41,80	66,07	n	1,818	m
1154	-	41,83	65,61	n	1,811	m
1153	-	41,85	65,31	n	1,807	m
1152	-	41,88	64,86	n	1,801	m
1151	-	41,90	64,57	n	1,797	m
1150	-	41,92	64,27	n	1,793	m
1149	-	41,95	63,83	n	1,786	m
1148	-	41,97	63,53	n	1,782	m
1147	-	42,00	63,10	n	1,776	m
1146	-	42,02	62,81	n	1,772	m
1145	-	42,05	62,37	n	1,766	m
1144	-	42,07	62,09	n	1,762	m
1143	-	42,09	61,80	n	1,758	m
1142	-	42,12	61,38	n	1,752	m
1141	-	42,14	61,09	n	1,748	m
1140	-	42,17	60,67	n	1,742	m
1139	-	42,19	60,39	n	1,738	m
1138	-	42,22	59,98	n	1,732	m
1137	-	42,24	59,70	n	1,728	m
1136	-	42,27	59,29	n	1,722	m
1135	-	42,29	59,02	n	1,718	m
1134	-	42,31	58,75	n	1,714	m
1133	-	42,34	58,34	n	1,708	m
1132	-	42,36	58,08	n	1,704	m
1131	-	42,39	57,68	n	1,698	m
1130	-	42,41	57,41	n	1,694	m
1129	-	42,44	57,02	n	1,688	m
1128	-	42,46	56,75	n	1,684	m
1127	-	42,49	56,36	n	1,679	m
1126	-	42,51	56,10	n	1,675	m
1125	-	42,53	55,85	n	1,671	m
1124	-	42,56	55,46	n	1,665	m
1123	-	42,58	55,21	n	1,661	m
1122	-	42,61	54,83	n	1,656	m
1121	-	42,63	54,58	n	1,652	m
1120	-	42,66	54,20	n	1,646	m
1119	-	42,68	53,95	n	1,642	m
1118	-	42,71	53,58	n	1,637	m
1117	-	42,73	53,33	n	1,633	m
1116	-	42,75	53,09	n	1,629	m
1115	-	42,78	52,72	n	1,624	m
1114	-	42,80	52,48	n	1,620	m
1113	-	42,83	52,12	n	1,614	m
1112	-	42,85	51,88	n	1,611	m
1111	-	42,88	51,52	n	1,605	m
1110	-	42,90	51,29	n	1,601	m
1109	-	42,92	51,05	n	1,598	m
1108	-	42,95	50,70	n	1,592	m
1107	-	42,97	50,47	n	1,589	m
1106	-	43,00	50,12	n	1,583	m
1105	-	43,02	49,89	n	1,579	m
1104	-	43,05	49,55	n	1,574	m
1103	-	43,07	49,32	n	1,570	m
1102	-	43,10	48,98	n	1,565	m
1101	-	43,12	48,75	n	1,561	m
1100	-	43,14	48,53	n	1,558	m
1099	-	43,17	48,19	n	1,552	m
1098	-	43,19	47,97	n	1,549	m
1097	-	43,22	47,64	n	1,543	m
1096	-	43,24	47,42	n	1,540	m
1095	-	43,27	47,10	n	1,535	m
1094	-	43,29	46,88	n	1,531	m
1093	-	43,32	46,56	n	1,526	m
1092	-	43,34	46,34	n	1,522	m
1091	-	43,36	46,13	n	1,519	m
1090	-	43,39	45,81	n	1,513	m
1089	-	43,41	45,60	n	1,510	m
1088	-	43,44	45,29	n	1,505	m
1087	-	43,46	45,08	n	1,501	m
1086	-	43,49	44,77	n	1,496	m
1085	-	43,51	44,57	n	1,493	m
1084	-	43,54	44,26	n	1,488	m
1083	-	43,56	44,06	n	1,484	m
1082	-	43,58	43,85	n	1,481	m
1081	-	43,61	43,55	n	1,476	m
1080	-	43,63	43,35	n	1,472	m
1079	-	43,66	43,05	n	1,467	m
1078	-	43,68	42,85	n	1,464	m
1077	-	43,71	42,56	n	1,459	m
1076	-	43,73	42,36	n	1,455	m
1075	-	43,75	42,17	n	1,452	m
1074	-	43,78	41,88	n	1,447	m
1073	-	43,80	41,69	n	1,444	m
1072	-	43,83	41,40	n	1,439	m
1071	-	43,85	41,21	n	1,435	m
1070	-	43,88	40,93	n	1,431	m
1069	-	43,90	40,74	n	1,427	m
1068	-	43,93	40,46	n	1,422	m
1067	-	43,95	40,27	n	1,419	m
1066	-	43,97	40,09	n	1,416	m
1065	-	44,00	39,81	n	1,411	m
1064	-	44,02	39,63	n	1,408	m
1063	-	44,05	39,36	n	1,403	m
1062	-	44,07	39,17	n	1,399	m
1061	-	44,10	38,90	n	1,395	m
1060	-	44,12	38,73	n	1,392	m
1059	-	44,15	38,46	n	1,387	m
1058	-	44,17	38,28	n	1,383	m
1057	-	44,19	38,11	n	1,380	m
1056	-	44,22	37,84	n	1,375	m
1055	-	44,24	37,67	n	1,372	m
1054	-	44,27	37,41	n	1,368	m
1053	-	44,29	37,24	n	1,365	m
1052	-	44,32	36,98	n	1,360	m
1051	-	44,34	36,81	n	1,357	m
1050	-	44,37	36,56	n	1,352	m
1049	-	44,39	36,39	n	1,349	m
1048	-	44,41	36,22	n	1,346	m
1047	-	44,44	35,97	n	1,341	m
1046	-	44,46	35,81	n	1,338	m
1045	-	44,49	35,56	n	1,333	m
1044	-	44,51	35,40	n	1,330	m
1043	-	44,54	35,16	n	1,326	m
1042	-	44,56	34,99	n	1,323	m
1041	-	44,58	34,83	n	1,320	m
1040	-	44,61	34,59	n	1,315	m
1039	-	44,63	34,43	n	1,312	m
1038	-	44,66	34,20	n	1,308	m
1037	-	44,68	34,04	n	1,305	m
1036	-	44,71	33,81	n	1,300	m
1035	-	44,73	33,65	n	1,297	m
1034	-	44,76	33,42	n	1,293	m
1033	-	44,78	33,27	n	1,290	m
1032	-	44,80	33,11	n	1,287	m
1031	-	44,83	32,89	n	1,282	m
1030	-	44,85	32,73	n	1,279	m
1029	-	44,88	32,51	n	1,275	m
1028	-	44,90	32,36	n	1,272	m
1027	-	44,93	32,14	n	1,268	m
1026	-	44,95	31,99	n	1,265	m
1025	-	44,98	31,77	n	1,260	m
1024	-	45,00	31,62	n	1,257	m
1023	-	45,02	31,48	n	1,255	m
1022	-	45,05	31,26	n	1,250	m
1021	-	45,07	31,12	n	1,247	m
1020	-	45,10	30,90	n	1,243	m
1019	-	45,12	30,76	n	1,240	m
1018	-	45,15	30,55	n	1,236	m
1017	-	45,17	30,41	n	1,233	m
1016	-	45,20	30,20	n	1,229	m
1015	-	45,22	30,06	n	1,226	m
1014	-	45,24	29,92	n	1,223	m
1013	-	45,27	29,72	n	1,219	m
1012	-	45,29	29,58	n	1,216	m
1011	-	45,32	29,38	n	1,212	m
1010	-	45,34	29,24	n	1,209	m
1009	-	45,37	29,04	n	1,205	m
1008	-	45,39	28,91	n	1,202	m
1007	-	45,42	28,71	n	1,198	m
1006	-	45,44	28,58	n	1,195	m
1005	-	45,46	28,44	n	1,192	m
1004	-	45,49	28,25	n	1,188	m
1003	-	45,51	28,12	n	1,186	m
1002	-	45,54	27,93	n	1,182	m
1001	-	45,56	27,80	n	1,179	m
1000	-	45,59	27,61	n	1,175	m
 999	-	45,61	27,48	n	1,172	m
 998	-	45,63	27,35	n	1,169	m
 997	-	45,66	27,16	n	1,165	m
 996	-	45,68	27,04	n	1,163	m
 995	-	45,71	26,85	n	1,159	m
 994	-	45,73	26,73	n	1,156	m
 993	-	45,76	26,55	n	1,152	m
 992	-	45,78	26,42	n	1,149	m
 991	-	45,81	26,24	n	1,145	m
 990	-	45,83	26,12	n	1,143	m
 989	-	45,85	26,00	n	1,140	m
 988	-	45,88	25,82	n	1,136	m
 987	-	45,90	25,70	n	1,134	m
 986	-	45,93	25,53	n	1,130	m
 985	-	45,95	25,41	n	1,127	m
 984	-	45,98	25,23	n	1,123	m
 983	-	46,00	25,12	n	1,121	m
 982	-	46,03	24,95	n	1,117	m
 981	-	46,05	24,83	n	1,114	m
 980	-	46,07	24,72	n	1,112	m
 979	-	46,10	24,55	n	1,108	m
 978	-	46,12	24,43	n	1,105	m
 977	-	46,15	24,27	n	1,102	m
 976	-	46,17	24,15	n	1,099	m
 975	-	46,20	23,99	n	1,095	m
 974	-	46,22	23,88	n	1,093	m
 973	-	46,25	23,71	n	1,089	m
 972	-	46,27	23,60	n	1,086	m
 971	-	46,29	23,50	n	1,084	m
 970	-	46,32	23,33	n	1,080	m
 969	-	46,34	23,23	n	1,078	m
 968	-	46,37	23,07	n	1,074	m
 967	-	46,39	22,96	n	1,071	m
 966	-	46,42	22,80	n	1,068	m
 965	-	46,44	22,70	n	1,065	m
 964	-	46,46	22,59	n	1,063	m
 963	-	46,49	22,44	n	1,059	m
 962	-	46,51	22,34	n	1,057	m
 961	-	46,54	22,18	n	1,053	m
 960	-	46,56	22,08	n	1,051	m
 959	-	46,59	21,93	n	1,047	m
 958	-	46,61	21,83	n	1,045	m
 957	-	46,64	21,68	n	1,041	m
 956	-	46,66	21,58	n	1,039	m
 955	-	46,68	21,48	n	1,036	m
 954	-	46,71	21,33	n	1,033	m
 953	-	46,73	21,23	n	1,030	m
 952	-	46,76	21,09	n	1,027	m
 951	-	46,78	20,99	n	1,024	m
 950	-	46,81	20,84	n	1,021	m
 949	-	46,83	20,75	n	1,019	m
 948	-	46,86	20,61	n	1,015	m
 947	-	46,88	20,51	n	1,013	m
 946	-	46,90	20,42	n	1,010	m
 945	-	46,93	20,28	n	1,007	m
 944	-	46,95	20,18	n	1,004	m
 943	-	46,98	20,04	n	1,001	m
 942	-	47,00	19,95	n	998,7	u
 941	-	47,03	19,82	n	995,5	u
 940	-	47,05	19,72	n	993,0	u
 939	-	47,08	19,59	n	989,7	u
 938	-	47,10	19,50	n	987,4	u
 937	-	47,12	19,41	n	985,1	u
 936	-	47,15	19,28	n	981,8	u
 935	-	47,17	19,19	n	979,5	u
 934	-	47,20	19,05	n	976,0	u
 933	-	47,22	18,97	n	973,9	u
 932	-	47,25	18,84	n	970,6	u
 931	-	47,27	18,75	n	968,2	u
 930	-	47,29	18,66	n	965,9	u
 929	-	47,32	18,54	n	962,8	u
 928	-	47,34	18,45	n	960,5	u
 927	-	47,37	18,32	n	957,1	u
 926	-	47,39	18,24	n	955,0	u
 925	-	47,42	18,11	n	951,6	u
 924	-	47,44	18,03	n	949,5	u
 923	-	47,47	17,91	n	946,3	u
 922	-	47,49	17,82	n	943,9	u
 921	-	47,51	17,74	n	941,8	u
 920	-	47,54	17,62	n	938,6	u
 919	-	47,56	17,54	n	936,5	u
 918	-	47,59	17,42	n	933,3	u
 917	-	47,61	17,34	n	931,1	u
 916	-	47,64	17,22	n	927,9	u
 915	-	47,66	17,14	n	925,7	u
 914	-	47,69	17,02	n	922,5	u
 913	-	47,71	16,94	n	920,3	u
 912	-	47,73	16,87	n	918,4	u
 911	-	47,76	16,75	n	915,2	u
 910	-	47,78	16,67	n	913,0	u
 909	-	47,81	16,56	n	909,9	u
 908	-	47,83	16,48	n	907,7	u
 907	-	47,86	16,37	n	904,7	u
 906	-	47,88	16,29	n	902,5	u
 905	-	47,91	16,18	n	899,4	u
 904	-	47,93	16,11	n	897,5	u
 903	-	47,95	16,03	n	895,3	u
 902	-	47,98	15,92	n	892,2	u
 901	-	48,00	15,85	n	890,2	u
 900	-	48,03	15,74	n	887,1	u
 899	-	48,05	15,67	n	885,2	u
 898	-	48,08	15,56	n	882,0	u
 897	-	48,10	15,49	n	880,1	u
 896	-	48,13	15,38	n	876,9	u
 895	-	48,15	15,31	n	874,9	u
 894	-	48,17	15,24	n	872,9	u
 893	-	48,20	15,14	n	870,1	u
 892	-	48,22	15,07	n	868,0	u
 891	-	48,25	14,96	n	864,9	u
 890	-	48,27	14,89	n	862,8	u
 889	-	48,30	14,79	n	859,9	u
 888	-	48,32	14,72	n	857,9	u
 887	-	48,34	14,66	n	856,2	u
 886	-	48,37	14,55	n	852,9	u
 885	-	48,39	14,49	n	851,2	u
 884	-	48,42	14,39	n	848,2	u
 883	-	48,44	14,32	n	846,2	u
 882	-	48,47	14,22	n	843,2	u
 881	-	48,49	14,16	n	841,4	u
 880	-	48,52	14,06	n	838,5	u
 879	-	48,54	14,00	n	836,7	u
 878	-	48,56	13,93	n	834,6	u
 877	-	48,59	13,84	n	831,9	u
 876	-	48,61	13,77	n	829,8	u
 875	-	48,64	13,68	n	827,0	u
 874	-	48,66	13,61	n	824,9	u
 873	-	48,69	13,52	n	822,2	u
 872	-	48,71	13,46	n	820,4	u
 871	-	48,74	13,37	n	817,6	u
 870	-	48,76	13,30	n	815,5	u
 869	-	48,78	13,24	n	813,6	u
 868	-	48,81	13,15	n	810,9	u
 867	-	48,83	13,09	n	809,0	u
 866	-	48,86	13,00	n	806,2	u
 865	-	48,88	12,94	n	804,4	u
 864	-	48,91	12,85	n	801,6	u
 863	-	48,93	12,79	n	799,7	u
 862	-	48,96	12,71	n	797,2	u
 861	-	48,98	12,65	n	795,3	u
 860	-	49,00	12,59	n	793,4	u
 859	-	49,03	12,50	n	790,6	u
 858	-	49,05	12,45	n	789,0	u
 857	-	49,08	12,36	n	786,1	u
 856	-	49,10	12,30	n	784,2	u
 855	-	49,13	12,22	n	781,7	u
 854	-	49,15	12,16	n	779,7	u
 853	-	49,17	12,11	n	778,1	u
 852	-	49,20	12,02	n	775,2	u
 851	-	49,22	11,97	n	773,6	u
 850	-	49,25	11,89	n	771,0	u
 849	-	49,27	11,83	n	769,1	u
 848	-	49,30	11,75	n	766,5	u
 847	-	49,32	11,69	n	764,5	u
 846	-	49,35	11,61	n	761,9	u
 845	-	49,37	11,56	n	760,3	u
 844	-	49,39	11,51	n	758,6	u
 843	-	49,42	11,43	n	756,0	u
 842	-	49,44	11,38	n	754,3	u
 841	-	49,47	11,30	n	751,7	u
 840	-	49,49	11,25	n	750,0	u
